price	title	description	link	image_link	id	availability	mpn	product_type
388 UAH	Кольцо Серебряное с Фианитом "Нелли"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  1.68;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 2 шт. d 1,75 мм; 2 шт. d 1,5 мм; 2 шт. d 1,25 мм;                                                   Размер изделия:                 Длина по пальцу - 9 мм; ширина ободка от 2 мм до 1,5 мм ( сужается к ладони );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-nelli-fk117-15.html	https://serebro.ua/images/29/productskoltso-serebryanoe-s-fianitom-nelli-fk117-36922092815092_small6.jpg	3738050896	in stock	ФК117-15	Кольца
619 UAH	Кольцо Из Серебра с Фианитами "Клевер"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.83;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 4 шт. d 1,75 мм; 6 шт. d 1,25 мм;                                                   Размер изделия:                 Длина по пальцу - 14 мм; ширина ободка от 2 мм до 2,5 мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-iz-serebra-s-fianitami-klever-fk130-15.html	https://serebro.ua/images/35/productskoltso-iz-serebra-s-fianitami-klever-fk130-38588408294158_small6.jpg	3961022653	in stock	ФК130-15	Кольца
399 UAH	Кольцо Серебряное с Фианитом ПДК200	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  1.42;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 2*4 мм. 3 шт.;                                                   Размер изделия:                 Длина по пальцу 4 мм; высота над пальцем 3 мм; ширина ободка от 3 мм. до 1,5 мм. (сужается к ладони);                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-pdk200-pdk200-15.html	https://serebro.ua/images/41/productskoltso-serebryanoe-s-fianitom-pdk200-pdk200-65507525498747_small6.jpg	2947071951	in stock	ПДК200-15	Кольца
1059 UAH	Кольцо Серебряное с Фианитом "Лав"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  4.6;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 117 шт. d 1,5 мм;                                                   Размер изделия:                 Ширина кольца - 7 мм ; размер подвижной части (сердца) - 12*10 мм; ширина ободка - 7 мм ( по всей окружности );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-lav-fk004-155.html	https://serebro.ua/images/23/productskoltso-serebryanoe-s-fianitom-lav-fk004-32850743844833_small6.jpg	3298800690	in stock	ФК004-15,5	Кольца
1096 UAH	Кольцо Серебряное с Фианитами "Рандеву"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  6.05;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 54 шт. d 1,5 мм;                                                   Размер изделия:                 Длина по пальцу - 35 мм; ширина по пальцу - 12 мм; ширина ободка от 3 мм до 4 мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitami-randevu-fk038-16.html	https://serebro.ua/images/22/productskoltso-serebryanoe-s-fianitami-randevu-fk038-19444285299868_small6.jpg	3463265724	in stock	ФК038-16	Кольца
494 UAH	Кольцо Серебряное с Фианитом "Тибет"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.35;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 26 шт. d 1,25 мм;                                                   Размер изделия:                 Длина по пальцу - 8,5 мм; ширина ободка - 2,5 мм ( по всей окружности );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-tibet-fk138-16.html	https://serebro.ua/images/31/productskoltso-serebryanoe-s-fianitom-tibet-fk138-13645703203267_small6.jpg	3126058747	in stock	ФК138-16	Кольца
489 UAH	Серебряное Кольцо с Фианитами ФК172	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.2;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 18 шт. d 1,25 мм;                                                   Размер изделия:                 Длина по пальцу - 7 мм; ширина ободка от 1,5 до 2 мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/serebryanoe-koltso-s-fianitami-fk172-fk172-16.html	https://serebro.ua/images/17/productsserebryanoe-koltso-s-fianitami-fk172-fk172-32491804043302_small6.jpg	3504238399	in stock	ФК172-16	Кольца
449 UAH	Кольцо Из Серебра с Фианитом "Виноград"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  1.82;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый овал 3 шт. 5*3 мм; фианит белый 13 шт. d 1 мм;                                                   Размер изделия:                 Длина по пальцу - 9 мм; высота над пальцем - 3 мм; ширина ободка - 1,5 мм (по всей окружности );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-iz-serebra-s-fianitom-vinograd-pdk90-155.html	https://serebro.ua/images/38/productskoltso-iz-serebra-s-fianitom-vinograd-pdk90-43000155028227_small6.jpg	867819690	in stock	ПДК90-15,5	Кольца
778 UAH	Кольцо Серебряное с Фианитами ФК017	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  3.4;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 14 шт. d 2,25 мм;                                                   Размер изделия:                 Длина по пальцу - 8 мм; ширина ободка - от 3 мм до 2,5 мм ( сужается к ладони );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitami-fk017-fk017-165.html	https://serebro.ua/images/33/productskoltso-serebryanoe-s-fianitami-fk017-fk017-54102261357292_small6.jpg	500111668	in stock	ФК017-16,5	Кольца
612 UAH	Кольцо Серебряное с Фианитом "Рада"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.61;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 44 шт. d 1,25 мм;                                                   Размер изделия:                 Длина по пальцу - 11 мм; ширина ободка от 3 мм до 2 мм ( сужается к ладони );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-rada-fk112-16.html	https://serebro.ua/images/34/productskoltso-serebryanoe-s-fianitom-rada-fk112-87988918200984_small6.jpg	2269757621	in stock	ФК112-16	Кольца
649 UAH	Кольцо Серебряное с Фианитом "Лилиана"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.95;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый 19 шт. d 1,25 мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-liliana-fk194-165.html	https://serebro.ua/images/5/productskoltso-serebryanoe-s-fianitom-liliana-fk194-24649751093671_small6.jpg	252208529	in stock	ФК194-16,5	Кольца
588 UAH	Кольцо Серебряное с Фианитом "Сальвадор"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.2;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый квадрат 1 шт. 6*6 мм; фианит белый 4 шт. d 1,5 мм; 38 шт. d 1,25 мм; 8 шт. d 1 мм;                                                   Размер изделия:                 Длина по пальцу - 12 мм; высота над пальцем - 4 мм; ширина ободка от 3,5 мм до 2 мм ( сужается к ладони );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-salvador-pdk70-165.html	https://serebro.ua/images/28/productskoltso-serebryanoe-s-fianitom-salvador-pdk70-77001468038348_small6.jpg	572972810	in stock	ПДК70-16,5	Кольца
579 UAH	Кольцо Серебряное с Фианитом "Ливадия"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  1.96;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый кушон 1 шт. 6*6 мм; фианит белый 38 шт. d 1 мм;                                                   Размер изделия:                 Длина по пальцу - 9 мм; высота над пальцем - 6 мм; ширина ободка - 2 мм ( по всей окружности );                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-livadiya-pdk71-165.html	https://serebro.ua/images/26/productskoltso-serebryanoe-s-fianitom-livadiya-pdk71-45100645272566_small6.jpg	3715631780	in stock	ПДК71-16,5	Кольца
299 UAH	Кольцо Серебряное с Фианитом "Фиалка"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  1.3;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый овал 6*4мм;                                                   Размер изделия:                 Длина по пальцу - 8мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-fialka-pdk74-165.html	https://serebro.ua/images/38/productskoltso-serebryanoe-s-fianitom-fialka-pdk74-30944377172205_small6.jpg	167398975	in stock	ПДК74-16,5	Кольца
659 UAH	Кольцо Серебряное с Фианитом "Кристалл"	Металл:                                                                                                                                                                                                                                                                    Серебро 925;                                                   Средний вес, г:                                                                                                                                                                                                  2.5;                                                   Тип вставки:                 Фианиты;                                                   Цвет вставки:                 Белый;                                                   Характеристики вставки:                 Фианит белый кушон 1 шт. 8*8 мм; фианит белый 50 шт. d 1 мм;                                                   Размер изделия:                 Длина по пальцу - 11 мм; высота над пальцем - 5 мм; ширина ободка от 1,5 мм до 1 мм;                                                   Покрытие:                 Родированное;                                                   Производитель:                 ЮЗ "Серебро Украины";	https://serebro.ua/products/koltso-serebryanoe-s-fianitom-kristall-pdk80-165.html	https://serebro.ua/images/18/productskoltso-serebryanoe-s-fianitom-kristall-pdk80-81508560011424_small6.jpg	1234958508	in stock	ПДК80-16,5	Кольца
